,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod
4156,289,18,94,71,197,4,332,74,170,0.011173261660304912,15,TAYAK
1263,292,19,130,69,24,5,70,72,10,0.011258673725971714,15,TAYAK
2222,290,31,182,27,59,45,178,82,-118,0.011346842457706898,15,TAYAK
2221,292,30,182,29,58,44,178,82,-120,0.01146336378354388,15,TAYAK
1413,293,20,141,66,27,9,72,68,8,0.011875188424543583,15,TAYAK
4497,293,21,146,65,28,12,340,84,156,0.01199470663794422,15,TAYAK
2859,278,24,27,35,161,44,216,78,-54,0.01202293237392592,15,TAYAK
3399,278,25,26,31,157,47,322,34,-158,0.012071899477991496,15,TAYAK
458,284,32,190,6,90,56,38,14,-62,0.0124848628645276,15,TAYAK
3816,284,18,51,61,186,20,326,62,-178,0.01252669349794104,15,TAYAK
4496,293,22,147,63,29,13,340,84,154,0.012609588437246183,15,TAYAK
1196,290,31,185,21,67,49,70,24,-24,0.012756965379304212,15,TAYAK
2834,278,25,26,33,158,46,214,78,-56,0.012974370301949093,15,TAYAK
4376,279,30,16,11,124,57,338,18,-130,0.013119480550991377,15,TAYAK
4241,290,19,109,70,200,0,334,76,166,0.013144176529440907,15,TAYAK
666,286,32,189,11,82,54,54,16,-44,0.013161009126643072,15,TAYAK
2414,286,32,190,9,85,55,188,78,-100,0.013183033869615996,15,TAYAK
1725,294,25,166,52,37,25,76,52,0,0.013295098779072579,15,TAYAK
1663,292,29,178,35,51,40,76,36,-10,0.013310531634164296,15,TAYAK
4838,282,31,15,4,112,58,358,14,-108,0.013661225735128225,15,TAYAK
3875,278,28,19,19,138,54,328,24,-144,0.013785727299892976,15,TAYAK
2104,294,28,175,41,46,34,172,86,-132,0.014158142299726754,15,TAYAK
4790,282,31,15,5,113,57,354,14,-112,0.014334340015877385,15,TAYAK
4600,281,31,16,8,121,57,344,16,-124,0.01444643150998582,15,TAYAK
4640,294,24,161,55,34,21,344,88,146,0.014498202688632156,15,TAYAK
1582,294,22,155,61,31,16,74,62,4,0.014568177522871121,15,TAYAK
4662,281,30,16,8,120,57,346,16,-122,0.014696708356013994,15,TAYAK
3392,278,26,24,28,153,48,322,32,-156,0.014790814724627246,15,TAYAK
4570,293,23,155,59,32,17,342,86,150,0.014887264910299684,15,TAYAK
1094,288,32,185,19,70,50,68,22,-26,0.01516131821267056,15,TAYAK
2920,279,23,31,41,168,39,220,80,-48,0.015278955354529854,15,TAYAK
1575,293,23,156,59,31,18,74,60,4,0.015436087851895165,15,TAYAK
2300,288,32,185,19,69,51,182,80,-110,0.015660517259063405,15,TAYAK
2341,289,32,187,17,73,51,184,80,-108,0.0160981168644075,15,TAYAK
1740,295,24,162,55,35,22,76,56,2,0.016224668446391814,15,TAYAK
2138,293,28,178,37,49,38,174,84,-128,0.01633061027229872,15,TAYAK
3424,279,23,29,37,165,43,322,40,-162,0.01640389583057391,15,TAYAK
3416,278,24,27,35,162,44,322,38,-160,0.016448736653208985,15,TAYAK
2299,290,31,186,21,67,50,182,80,-112,0.01659001598687468,15,TAYAK
791,287,32,187,14,77,53,60,18,-36,0.01666174302593156,15,TAYAK
3431,279,23,30,40,167,40,322,42,-164,0.01673687899509073,15,TAYAK
524,285,32,190,7,89,55,44,14,-56,0.0167431892314566,15,TAYAK
2620,280,30,17,11,125,57,200,76,-78,0.01689809435246735,15,TAYAK
3447,279,21,32,44,171,37,322,46,-166,0.017045966220387232,15,TAYAK
2682,279,28,19,17,136,55,204,76,-72,0.017252206287991782,15,TAYAK
4419,292,19,137,68,25,8,338,82,160,0.017392743710542124,15,TAYAK
4337,291,19,127,69,23,5,336,80,162,0.017489488037463915,15,TAYAK
2652,279,29,18,15,132,56,202,76,-74,0.01759567760918418,15,TAYAK
2945,279,22,32,43,170,38,222,80,-46,0.017735055909699732,15,TAYAK
3546,278,26,22,26,150,51,324,30,-152,0.01776356515544945,15,TAYAK
3438,280,22,32,42,170,38,322,44,-166,0.017892185923626267,15,TAYAK
3537,278,27,22,24,147,51,324,28,-152,0.01790351364002373,15,TAYAK
3408,278,24,25,33,159,46,322,36,-158,0.017974282475157047,15,TAYAK
2037,294,26,170,47,40,29,168,88,-138,0.018099816722774605,15,TAYAK
611,285,32,189,10,83,55,50,16,-48,0.018196698284236677,15,TAYAK
824,286,18,69,67,192,12,60,86,22,0.018275402272730785,15,TAYAK
1716,294,25,169,49,39,28,76,50,-2,0.018287578560554133,15,TAYAK
1152,291,19,112,70,21,0,68,76,14,0.01830059412083904,15,TAYAK
4099,279,30,18,14,130,55,332,20,-138,0.018409570776236176,15,TAYAK
857,288,31,187,16,74,53,62,20,-34,0.0186394485485511,15,TAYAK
2415,284,32,189,7,87,56,188,78,-98,0.01888079785611479,15,TAYAK
2036,294,25,170,49,39,28,168,88,-140,0.018986394316704937,15,TAYAK
3407,279,25,27,33,160,45,322,36,-160,0.019095764178109643,15,TAYAK
2833,279,26,26,31,157,47,214,78,-58,0.019121606139813473,15,TAYAK
3040,281,21,40,51,178,30,228,84,-38,0.019159902839216793,15,TAYAK
741,288,32,189,13,79,54,58,18,-40,0.01924821841946823,15,TAYAK
1670,293,28,178,37,50,39,76,38,-10,0.019265926935241286,15,TAYAK
742,286,32,187,14,77,53,58,18,-38,0.019495046920509438,15,TAYAK
3815,284,19,55,61,187,19,326,62,-180,0.019569081246202942,15,TAYAK
2105,293,29,175,39,47,36,172,86,-130,0.019703805017886305,15,TAYAK
1051,289,19,101,70,198,2,66,78,16,0.01988759336747369,15,TAYAK
11,283,31,15,3,111,58,0,14,-106,0.01989486585752061,15,TAYAK
1406,292,22,142,64,27,11,72,66,8,0.020012637056722102,15,TAYAK
3649,282,19,46,57,183,24,324,58,-176,0.02006994716426174,15,TAYAK
2651,280,29,18,13,130,56,202,76,-76,0.020462282050021617,15,TAYAK
3874,280,29,21,19,140,53,328,24,-146,0.020773434230179477,15,TAYAK
2712,278,27,20,21,142,53,206,76,-68,0.020796591788814572,15,TAYAK
2449,286,32,191,7,89,56,190,78,-98,0.020900116130685462,15,TAYAK
437,284,32,190,6,91,57,36,14,-64,0.020986838191766548,15,TAYAK
4375,281,30,18,11,127,56,338,18,-132,0.02128424730690741,15,TAYAK
3446,280,22,34,44,172,36,322,46,-168,0.021462325761515244,15,TAYAK
3545,279,27,24,26,151,50,324,30,-154,0.021496050965017888,15,TAYAK
4106,280,29,19,16,135,55,332,22,-140,0.021501251135606095,15,TAYAK
1583,293,23,151,61,30,15,74,62,6,0.021545543247886895,15,TAYAK
1464,291,31,184,26,62,46,74,28,-18,0.02177816434268627,15,TAYAK
2946,278,21,31,45,171,37,222,80,-44,0.02181410423701487,15,TAYAK
4460,280,30,16,10,124,57,340,18,-128,0.021868973918092862,15,TAYAK
1151,291,18,116,71,21,1,68,76,12,0.021939746278799074,15,TAYAK
3538,277,27,20,23,145,52,324,28,-150,0.021991073840169243,15,TAYAK
4242,290,18,105,71,200,1,334,76,168,0.02200365938611383,15,TAYAK
790,288,32,189,14,79,53,60,18,-38,0.022197602526634375,15,TAYAK
4763,281,31,15,5,114,57,352,14,-114,0.022285222251918174,15,TAYAK
3807,284,19,52,59,186,22,326,60,-178,0.022363282691731927,15,TAYAK
4601,279,30,14,8,118,57,344,16,-122,0.022412350266070975,15,TAYAK
4839,281,31,13,3,109,58,358,14,-106,0.02244760290163265,15,TAYAK
1678,293,28,176,39,47,37,76,40,-8,0.02255046378760726,15,TAYAK
4663,280,30,15,7,117,58,346,16,-120,0.022621940904151337,15,TAYAK
3400,277,25,23,30,155,48,322,34,-156,0.022772080349129503,15,TAYAK
2588,281,30,16,7,118,58,198,76,-82,0.02283164393319518,15,TAYAK
2860,277,23,26,37,163,43,216,78,-52,0.022980089010018433,15,TAYAK
2342,287,33,186,15,75,52,184,80,-106,0.02302131529922424,15,TAYAK
4284,279,30,16,11,125,56,336,18,-132,0.023285765992589032,15,TAYAK
1646,293,30,182,30,57,43,76,32,-14,0.023590135140563788,15,TAYAK
1321,291,30,184,26,61,47,72,28,-20,0.023719415787533695,15,TAYAK
2451,283,32,190,3,94,56,190,78,-94,0.02378231177531369,15,TAYAK
4817,280,31,13,4,110,58,356,14,-108,0.02383484371026834,15,TAYAK
1197,288,32,183,22,66,48,70,24,-22,0.024076374578865144,15,TAYAK
1662,293,29,180,35,52,41,76,36,-12,0.024126600245655418,15,TAYAK
3635,282,19,40,53,180,29,324,54,-172,0.02416519458122318,15,TAYAK
2683,278,28,18,19,138,54,204,76,-70,0.024210997953235485,15,TAYAK
1204,289,31,184,23,63,48,70,26,-22,0.024374505990325254,15,TAYAK
3946,286,19,67,65,191,14,328,66,176,0.02443850377602413,15,TAYAK
3717,279,27,22,23,147,52,326,28,-150,0.02445463599049977,15,TAYAK
4708,282,30,17,7,119,58,348,16,-120,0.024628441807707784,15,TAYAK
3996,278,29,17,16,133,55,330,22,-140,0.02465021069816003,15,TAYAK
1256,291,20,132,67,24,7,70,70,10,0.02473251959345434,15,TAYAK
1733,294,25,162,53,36,23,76,54,2,0.024873586940630646,15,TAYAK
3063,281,18,41,55,181,27,230,84,-34,0.02490455996142111,15,TAYAK
1101,289,31,186,21,67,50,68,24,-26,0.024943315222229295,15,TAYAK
4531,281,31,16,9,121,56,342,16,-126,0.025284755635359483,15,TAYAK
771,285,19,62,63,189,16,58,88,26,0.02532248913458388,15,TAYAK
3096,283,20,46,55,182,26,232,86,-34,0.025343494124121416,15,TAYAK
1405,293,20,147,65,28,12,72,66,6,0.025359811477867544,15,TAYAK
4459,281,30,18,11,126,57,340,18,-130,0.025420656122975244,15,TAYAK
770,285,18,62,65,190,15,58,88,24,0.02542751767339787,15,TAYAK
1322,289,31,182,26,60,46,72,28,-18,0.025661067536506054,15,TAYAK
1050,289,18,105,71,199,1,66,78,14,0.0256907934421265,15,TAYAK
4057,287,19,82,68,194,8,330,70,172,0.025707812533607717,15,TAYAK
2809,278,26,25,29,154,48,212,78,-60,0.02572732204180338,15,TAYAK
1837,294,28,176,41,47,35,78,42,-6,0.02573093545228389,15,TAYAK
1058,290,18,97,71,198,3,66,80,16,0.025803190558378146,15,TAYAK
1264,292,20,125,68,23,4,70,72,12,0.025918693698370104,15,TAYAK
1480,291,30,180,30,55,43,74,32,-14,0.025962512125093512,15,TAYAK
2589,279,30,15,9,121,57,198,76,-80,0.026037509723001673,15,TAYAK
2488,283,32,192,1,99,56,192,78,-92,0.02609374775747854,15,TAYAK
36,281,31,13,2,108,58,2,14,-102,0.02613132166322773,15,TAYAK
1143,290,19,120,70,21,3,68,74,12,0.02632375055412671,15,TAYAK
4155,289,19,99,70,198,3,332,74,168,0.026678624735604638,15,TAYAK
1647,291,31,180,31,56,42,76,32,-12,0.026914403395125703,15,TAYAK
1590,294,22,150,63,30,14,74,64,6,0.026939156825900812,15,TAYAK
1724,295,24,169,51,38,27,76,52,-2,0.027035369340713183,15,TAYAK
3439,279,21,30,41,169,40,322,44,-164,0.027178145228000862,15,TAYAK
3415,279,25,29,35,163,43,322,38,-162,0.027196213050032815,15,TAYAK
1701,293,27,171,45,42,31,76,46,-4,0.02732211724477229,15,TAYAK
2619,281,30,17,9,123,57,200,76,-80,0.027407962350879077,15,TAYAK
2487,285,32,192,3,96,56,192,78,-94,0.0274919803153263,15,TAYAK
1846,294,28,173,43,45,32,78,44,-4,0.027505824691347,15,TAYAK
3702,278,29,19,19,138,53,326,24,-146,0.027532511748581318,15,TAYAK
549,286,33,190,8,88,55,46,14,-54,0.02754368441170904,15,TAYAK
1465,290,32,181,26,60,45,74,28,-16,0.027610311550726,15,TAYAK
3472,279,19,36,50,176,32,322,52,-170,0.027675494898231016,15,TAYAK
3385,277,27,22,26,149,50,322,30,-154,0.027683648110481723,15,TAYAK
2982,279,21,35,47,173,34,224,82,-42,0.027727297999655613,15,TAYAK
4791,280,31,13,4,111,57,354,14,-110,0.027803079935823864,15,TAYAK
3634,282,20,43,53,180,28,324,54,-174,0.02792044989513131,15,TAYAK
2188,293,30,180,33,54,41,176,84,-124,0.027942911828793097,15,TAYAK
3650,281,18,42,57,182,25,324,58,-174,0.027970496299369135,15,TAYAK
926,287,32,185,17,72,51,64,20,-30,0.028024048297399448,15,TAYAK
3554,278,25,24,28,153,49,324,32,-154,0.028101254967532414,15,TAYAK
436,286,31,192,5,93,57,36,14,-66,0.02811485118738357,15,TAYAK
2919,280,24,31,39,167,41,220,80,-50,0.028202499189124635,15,TAYAK
1008,290,31,187,18,71,52,66,22,-30,0.028215022361406165,15,TAYAK
3471,280,20,39,51,177,30,322,52,-172,0.028261243620777088,15,TAYAK
695,287,33,189,11,82,54,56,16,-42,0.028344840552135188,15,TAYAK
637,287,32,191,10,85,55,52,16,-48,0.028354325436323925,15,TAYAK
1000,289,32,187,17,74,51,66,20,-30,0.028392239883411566,15,TAYAK
825,286,19,68,65,191,13,60,86,24,0.028408395661579718,15,TAYAK
457,286,32,192,6,93,57,38,14,-64,0.02852153794648344,15,TAYAK
2621,278,29,16,13,128,56,200,76,-76,0.02861486743608717,15,TAYAK
1671,292,29,176,37,48,38,76,38,-8,0.028614961117502537,15,TAYAK
2413,287,31,190,11,82,55,188,78,-102,0.028696721620426333,15,TAYAK
4338,291,18,124,71,23,3,336,80,164,0.028741392546151497,15,TAYAK
3454,280,22,37,47,174,34,322,48,-170,0.028749341127051707,15,TAYAK
1709,293,27,168,47,40,29,76,48,-2,0.028802684534191065,15,TAYAK
3955,285,18,68,67,191,12,328,68,176,0.028852493359348225,15,TAYAK
2711,280,28,20,19,140,54,206,76,-70,0.028865383176018725,15,TAYAK
2340,290,32,187,19,71,51,184,80,-110,0.028904505227341868,15,TAYAK
414,284,31,190,5,91,57,34,14,-66,0.028928740293960517,15,TAYAK
2981,280,22,35,45,172,35,224,82,-44,0.028945188144893108,15,TAYAK
2267,291,32,183,25,63,46,180,82,-116,0.02900362577146906,15,TAYAK
3062,282,19,41,53,180,29,230,84,-36,0.02925272312694116,15,TAYAK
1693,293,27,174,43,44,34,76,44,-6,0.0294932986647101,15,TAYAK
413,285,31,192,5,94,57,34,14,-68,0.02953124773529754,15,TAYAK
59,282,31,13,2,107,58,4,14,-100,0.02957386151114715,15,TAYAK
3823,284,18,55,64,187,18,326,64,-180,0.02965468648869975,15,TAYAK
4327,292,19,120,70,23,2,336,78,164,0.029710779095739666,15,TAYAK
3464,279,19,33,48,174,34,322,50,-168,0.029736032609272264,15,TAYAK
1686,292,28,174,41,45,35,76,42,-6,0.029777393082788834,15,TAYAK
4146,289,19,91,69,197,5,332,72,170,0.02986855877938996,15,TAYAK
4532,279,31,14,8,119,57,342,16,-124,0.02987951086606925,15,TAYAK
2553,281,30,14,5,114,58,196,76,-84,0.02994375932970051,15,TAYAK
1708,294,25,171,47,41,30,76,48,-4,0.029953378909897552,15,TAYAK
1853,295,27,173,45,44,31,78,46,-4,0.02997285777831583,15,TAYAK
2739,279,27,21,23,146,52,208,76,-66,0.029994390615740437,15,TAYAK
3041,280,19,39,53,178,29,228,84,-36,0.03020134629039986,15,TAYAK
2103,295,27,175,43,45,33,172,86,-134,0.030363855641401413,15,TAYAK
702,287,31,189,13,79,54,56,18,-42,0.030394393910857926,15,TAYAK
2740,277,26,21,25,148,51,208,76,-64,0.030397547407148964,15,TAYAK
3641,282,20,46,55,182,25,324,56,-176,0.030438245702896223,15,TAYAK
1313,291,31,186,23,65,48,72,26,-22,0.03048012450833582,15,TAYAK
1479,292,29,182,30,56,44,74,32,-16,0.030596687391281168,15,TAYAK
2223,289,32,181,25,61,46,178,82,-116,0.030710810826579255,15,TAYAK
850,287,33,187,14,77,52,62,18,-34,0.0307161299137072,15,TAYAK
3006,279,19,35,51,177,31,226,82,-38,0.030763870046519138,15,TAYAK
891,287,19,76,67,193,10,62,84,22,0.030977939841675586,15,TAYAK
2220,293,29,182,31,56,43,178,82,-122,0.031003559499630188,15,TAYAK
478,286,32,192,6,92,56,40,14,-62,0.031141037744120782,15,TAYAK
4197,281,30,20,14,132,55,334,20,-138,0.031180499234397828,15,TAYAK
4283,280,31,18,12,127,56,336,18,-134,0.031345832293872916,15,TAYAK
3004,281,21,37,47,175,34,226,82,-42,0.03158787293168336,15,TAYAK
3393,276,25,22,28,151,49,322,32,-154,0.03161492800177102,15,TAYAK
1830,294,29,175,39,48,36,78,40,-6,0.031637948493699296,15,TAYAK
2140,291,30,178,33,52,41,174,84,-124,0.03174280067239584,15,TAYAK
4734,281,32,15,6,114,57,350,14,-116,0.031949790441814285,15,TAYAK
2301,287,32,185,17,71,51,182,80,-108,0.031972213120088695,15,TAYAK
1822,294,29,178,37,50,38,78,38,-8,0.0319924363414709,15,TAYAK
2060,293,27,173,43,43,33,170,86,-134,0.03204252831194352,15,TAYAK
2072,295,27,172,45,43,31,170,88,-136,0.032122706141631464,15,TAYAK
389,285,31,192,4,94,57,32,14,-70,0.03212477658375523,15,TAYAK
525,284,33,188,8,86,55,44,14,-54,0.03218080028995663,15,TAYAK
4642,295,22,160,59,33,19,344,88,150,0.032195054318219486,15,TAYAK
243,283,33,192,1,99,56,20,12,-82,0.03225446432303088,15,TAYAK
1739,295,23,166,56,36,23,76,56,0,0.032287784678338455,15,TAYAK
4147,289,18,86,70,197,7,332,72,172,0.03231310447583732,15,TAYAK
1747,295,23,162,57,35,20,76,58,2,0.03244112845304305,15,TAYAK
1102,288,31,183,21,65,49,68,24,-24,0.03252320220477526,15,TAYAK
4251,290,18,114,71,20,1,334,78,166,0.032611374674000375,15,TAYAK
3129,283,17,50,61,185,20,234,88,-28,0.03265690248407754,15,TAYAK
219,282,33,192,1,100,56,18,12,-84,0.0327145155642704,15,TAYAK
4326,292,21,123,68,23,3,336,78,162,0.03273176056139648,15,TAYAK
2189,292,31,179,31,55,42,176,84,-122,0.03280304872225295,15,TAYAK
265,283,33,192,2,99,56,22,12,-80,0.03280455441180065,15,TAYAK
2884,278,22,28,38,166,42,218,78,-50,0.03281949871646465,15,TAYAK
2681,281,29,20,15,134,56,204,76,-74,0.03283356234349087,15,TAYAK
2552,282,30,15,3,111,58,196,76,-86,0.03284761750765805,15,TAYAK
968,288,16,89,72,197,5,64,82,16,0.032912350154479915,15,TAYAK
3808,283,18,48,59,185,23,326,60,-176,0.03296247555627024,15,TAYAK
501,283,32,188,7,87,55,42,14,-56,0.03297335647651937,15,TAYAK
4003,280,28,21,19,140,54,330,24,-144,0.03302160044983502,15,TAYAK
3883,279,27,21,21,143,53,328,26,-146,0.033052053176346186,15,TAYAK
1829,295,28,178,39,49,37,78,40,-8,0.03318018209032442,15,TAYAK
1655,291,31,178,33,53,40,76,34,-10,0.03318103039500261,15,TAYAK
83,282,31,13,1,106,58,6,14,-98,0.0332361755974315,15,TAYAK
3305,277,23,28,40,165,40,320,42,-164,0.033293598717401625,15,TAYAK
58,283,31,15,2,110,58,4,14,-102,0.033312414199224434,15,TAYAK
2298,291,30,186,23,65,49,182,80,-114,0.0333496496476452,15,TAYAK
4336,291,21,130,67,24,6,336,80,160,0.03335085842371874,15,TAYAK
4059,287,16,71,69,194,11,330,70,176,0.033354893598890004,15,TAYAK
3529,278,28,21,22,143,52,324,26,-150,0.03336174477814724,15,TAYAK
3709,280,28,23,22,145,52,326,26,-150,0.03340482426126344,15,TAYAK
4157,289,16,89,72,197,5,332,74,172,0.033595773891370584,15,TAYAK
1471,292,30,184,28,60,46,74,30,-18,0.033671125283477155,15,TAYAK
3297,277,23,27,37,163,43,320,40,-162,0.033693437150827225,15,TAYAK
1861,295,27,170,47,42,29,78,48,-2,0.03387533740275141,15,TAYAK
4572,294,21,153,63,30,15,342,86,154,0.03389458506708801,15,TAYAK
2858,280,25,28,33,160,46,216,78,-56,0.033896902196756666,15,TAYAK
4764,280,31,13,5,111,57,352,14,-112,0.03391202687452182,15,TAYAK
2268,290,32,183,23,64,47,180,82,-114,0.033998303570730755,15,TAYAK
3127,284,20,50,57,184,23,234,88,-32,0.03401213207687573,15,TAYAK
1685,293,27,176,41,46,36,76,42,-8,0.03402438017751988,15,TAYAK
4417,292,22,140,64,26,10,338,82,156,0.03409463052400446,15,TAYAK
196,282,33,192,0,100,56,16,12,-86,0.03410195171879826,15,TAYAK
2137,294,27,179,39,48,37,174,84,-130,0.03411221882259755,15,TAYAK
2713,277,27,19,23,144,52,206,76,-66,0.03412920806350889,15,TAYAK
3939,286,19,62,63,190,16,328,64,178,0.034337038260272915,15,TAYAK
288,283,33,192,2,98,56,24,12,-78,0.03438912292189071,15,TAYAK
703,286,32,187,13,77,54,56,18,-40,0.03439385667156306,15,TAYAK
3423,280,24,31,38,166,41,322,40,-164,0.03442411999074259,15,TAYAK
1567,293,23,160,57,33,20,74,58,2,0.034622752830395766,15,TAYAK
2038,293,27,170,45,41,31,168,88,-136,0.03466876532896513,15,TAYAK
665,288,32,191,11,84,55,54,16,-46,0.034694933468483,15,TAYAK
2059,294,26,174,45,42,32,170,86,-136,0.03471134328458629,15,TAYAK
584,287,31,191,9,86,56,48,16,-52,0.03474161166396512,15,TAYAK
2372,285,31,188,11,80,55,186,78,-102,0.03477857517287902,15,TAYAK
1717,293,27,166,50,38,27,76,50,0,0.03484486080973545,15,TAYAK
3867,277,29,17,17,134,54,328,22,-142,0.034921049847900947,15,TAYAK
3553,280,26,26,28,155,48,324,32,-156,0.03502079131693451,15,TAYAK
1574,294,22,160,59,32,19,74,60,2,0.03511943254998642,15,TAYAK
1473,290,31,180,29,57,44,74,30,-14,0.03513246633457234,15,TAYAK
3432,278,22,28,39,166,42,322,42,-162,0.035288162351599005,15,TAYAK
365,285,31,192,4,95,58,30,14,-72,0.035299531947875544,15,TAYAK
1639,292,31,182,29,59,44,76,30,-14,0.0353014778529131,15,TAYAK
2921,277,22,30,43,168,38,220,80,-46,0.035302682693996904,15,TAYAK
3956,285,16,63,67,191,14,328,68,178,0.03537905603834571,15,TAYAK
858,286,32,185,16,72,52,62,20,-32,0.035450409245299803,15,TAYAK
3711,277,27,19,21,141,53,326,26,-146,0.03549717363796277,15,TAYAK
3643,281,18,39,55,181,28,324,56,-172,0.03550118523008402,15,TAYAK
2653,277,28,17,17,134,55,202,76,-72,0.03551417878590136,15,TAYAK
1845,295,27,176,43,46,34,78,44,-6,0.035543500634751486,15,TAYAK
2810,277,26,24,31,155,47,212,78,-58,0.03568724456490236,15,TAYAK
499,287,32,192,6,92,56,42,14,-60,0.03591415782025098,15,TAYAK
1414,293,22,136,65,26,8,72,68,10,0.035979662023311855,15,TAYAK
3626,282,20,41,51,179,30,324,52,-172,0.03602261574039539,15,TAYAK
1653,294,29,182,32,55,42,76,34,-14,0.036057214416063195,15,TAYAK
1144,290,21,115,68,21,1,68,74,14,0.03612407876460894,15,TAYAK
2587,283,30,16,5,116,58,198,76,-84,0.036149492063484036,15,TAYAK
3288,277,25,27,35,161,43,320,38,-162,0.03616659709009841,15,TAYAK
4066,287,18,84,70,195,7,330,72,172,0.036168482870064196,15,TAYAK
970,289,19,84,68,196,8,64,82,20,0.03616893931506772,15,TAYAK
832,286,16,64,67,192,13,60,88,22,0.03625907396065884,15,TAYAK
390,283,31,190,5,92,57,32,14,-68,0.03629584570757968,15,TAYAK
173,282,33,192,0,101,56,14,12,-88,0.03630108253016498,15,TAYAK
2371,287,31,188,13,78,54,186,78,-104,0.036319713852435515,15,TAYAK
4495,293,23,148,61,29,14,340,84,152,0.03650590429986716,15,TAYAK
4240,290,21,113,68,21,1,334,76,164,0.036571660427258484,15,TAYAK
2035,295,24,170,51,39,27,168,88,-142,0.036617528516831394,15,TAYAK
4107,278,28,17,16,133,56,332,22,-138,0.036662031518329266,15,TAYAK
480,283,32,188,7,87,56,40,14,-58,0.03681477929055091,15,TAYAK
849,289,32,189,14,79,53,62,18,-36,0.036863076060878075,15,TAYAK
4639,293,26,161,53,35,22,344,88,144,0.03689805174684886,15,TAYAK
4004,279,27,19,18,138,55,330,24,-142,0.036921744115229194,15,TAYAK
4498,294,19,145,67,28,10,340,84,158,0.03694048457197235,15,TAYAK
310,284,33,192,2,97,56,26,12,-76,0.03697135492529436,15,TAYAK
962,288,19,92,69,196,5,64,80,18,0.0369913693562724,15,TAYAK
2187,294,29,180,35,53,40,176,84,-126,0.03699245125296803,15,TAYAK
4048,288,19,75,67,194,11,330,68,174,0.03700621223167136,15,TAYAK
2835,276,24,25,35,159,44,214,78,-54,0.03704782167124079,15,TAYAK
2808,279,27,25,27,152,49,212,78,-62,0.037116393605119646,15,TAYAK
1001,287,33,185,17,72,51,66,20,-28,0.037213381453321426,15,TAYAK
4540,280,29,16,10,123,58,342,18,-126,0.03723923114907617,15,TAYAK
2416,283,32,189,5,90,56,188,78,-96,0.03724509652309714,15,TAYAK
2266,292,31,184,27,61,45,180,82,-118,0.03727980876160139,15,TAYAK
3940,285,16,57,66,190,16,328,66,-180,0.037443470892998314,15,TAYAK
3931,286,18,57,64,189,18,328,64,-180,0.03745730491218169,15,TAYAK
3098,282,17,45,59,183,23,232,86,-30,0.037532456510998125,15,TAYAK
3281,277,25,25,33,158,45,320,36,-160,0.0375850135979334,15,TAYAK
1854,294,28,170,45,43,30,78,46,-2,0.03761863187823718,15,TAYAK
1412,293,19,146,67,27,11,72,68,6,0.0376673082839735,15,TAYAK
889,287,16,79,71,194,8,62,84,18,0.03767715016985467,15,TAYAK
4569,293,25,155,57,32,18,342,86,148,0.03773079505775893,15,TAYAK
2769,278,25,22,27,151,50,210,76,-62,0.0377768154218712,15,TAYAK
667,285,33,187,11,80,54,54,16,-42,0.03778344330318289,15,TAYAK
4291,281,29,20,14,132,56,336,20,-136,0.03781404000932797,15,TAYAK
2073,294,28,171,43,44,32,170,88,-134,0.03784435470705806,15,TAYAK
1305,290,32,185,22,68,48,72,24,-22,0.0380223550744787,15,TAYAK
1694,292,28,171,43,43,32,76,44,-4,0.038083961890422804,15,TAYAK
4100,277,29,16,14,128,56,332,20,-136,0.0380841451543524,15,TAYAK
3480,280,19,38,53,178,29,322,54,-172,0.03817955251525491,15,TAYAK
2106,292,30,175,37,48,37,172,86,-128,0.03819091038476762,15,TAYAK
1398,292,22,148,63,28,14,72,64,6,0.0382371507426816,15,TAYAK
1057,290,16,100,72,199,2,66,80,14,0.03829325809877669,15,TAYAK
4049,287,18,70,67,193,12,330,68,176,0.0383475915609883,15,TAYAK
3312,278,22,30,42,168,38,320,44,-166,0.038385421792872826,15,TAYAK
4250,290,19,118,70,21,2,334,78,164,0.038572525525532746,15,TAYAK
4539,282,30,18,10,126,57,342,18,-128,0.038586103732754694,15,TAYAK
341,284,31,192,3,96,58,28,14,-74,0.038634573316890686,15,TAYAK
3289,276,24,25,35,160,44,320,38,-160,0.038694195846572695,15,TAYAK
1748,295,24,158,57,34,19,76,58,4,0.038783617316276546,15,TAYAK
4067,287,16,78,71,194,8,330,72,174,0.0387926331761242,15,TAYAK
2527,284,32,193,0,104,57,194,78,-90,0.03879622865069108,15,TAYAK
172,284,32,194,0,104,57,14,12,-90,0.03879622865070253,15,TAYAK
2883,279,23,28,37,165,43,218,78,-52,0.03888703454937891,15,TAYAK
4743,281,30,15,6,116,58,350,16,-116,0.03891852336195656,15,TAYAK
148,283,33,13,0,104,56,12,12,-92,0.039032690859117716,15,TAYAK
1568,293,24,156,57,32,19,74,58,4,0.03914268978979849,15,TAYAK
149,282,33,11,0,101,56,12,12,-90,0.039194449919408486,15,TAYAK
2489,281,32,11,0,101,57,192,78,-90,0.039194449919408486,15,TAYAK
1838,293,29,173,41,46,33,78,42,-4,0.039209159201591626,15,TAYAK
2650,282,30,19,11,127,57,202,76,-78,0.03922143142234906,15,TAYAK
3456,278,20,31,46,172,36,322,48,-166,0.03922845788933951,15,TAYAK
3882,280,28,23,21,145,53,328,26,-148,0.03942763444581604,15,TAYAK
