,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod
9,250,55,22,24,123,22,14,72,64,0.020661500605569007,55,NewGudkova
64,188,56,93,2,1,33,80,12,76,0.020699368819397428,55,NewGudkova
107,200,40,299,9,40,48,120,86,-80,0.020788747643455438,55,NewGudkova
328,237,45,355,25,104,34,250,26,166,0.02080271567676301,55,NewGudkova
225,201,40,299,9,40,47,232,10,-158,0.02082811882639702,55,NewGudkova
359,260,62,39,21,135,16,254,34,130,0.02093167926543674,55,NewGudkova
72,185,54,93,1,2,35,86,10,82,0.020932523983917192,55,NewGudkova
282,220,39,325,17,74,45,246,18,-170,0.02094114709872331,55,NewGudkova
375,255,71,56,17,147,5,256,42,116,0.021040290451644707,55,NewGudkova
387,198,73,78,8,346,14,264,60,100,0.0210959436452849,55,NewGudkova
339,250,55,19,23,121,23,250,30,144,0.02117556518939074,55,NewGudkova
59,186,60,89,3,357,29,76,16,76,0.02119465050594332,55,NewGudkova
377,252,73,60,16,151,3,258,44,114,0.021208661696346748,55,NewGudkova
70,184,56,91,1,0,33,84,12,82,0.021252762683014806,55,NewGudkova
249,210,39,311,13,56,47,240,14,-162,0.02133666655579333,55,NewGudkova
32,248,75,63,14,153,1,50,48,70,0.021369139438501668,55,NewGudkova
52,187,71,80,5,348,17,70,28,78,0.021416979286768223,55,NewGudkova
350,260,61,34,20,132,18,252,32,132,0.021453001890909835,55,NewGudkova
321,235,44,350,23,99,36,250,24,170,0.021485474965036062,55,NewGudkova
76,187,52,95,0,5,37,90,8,84,0.021509945842150137,55,NewGudkova
22,261,67,45,18,139,12,34,60,68,0.021616044945942377,55,NewGudkova
394,187,50,278,0,8,38,278,84,90,0.021633293952913073,55,NewGudkova
82,188,50,98,0,8,39,98,6,90,0.021633293952918208,55,NewGudkova
246,203,38,303,12,48,49,238,14,-156,0.02182144696100798,55,NewGudkova
286,227,41,335,19,84,41,246,20,-180,0.021824991894620987,55,NewGudkova
217,195,41,291,7,29,48,228,8,-154,0.02194057107784905,55,NewGudkova
44,197,71,79,8,347,16,64,30,72,0.02195801004849103,55,NewGudkova
294,232,43,344,21,92,38,246,22,172,0.02197246806760303,55,NewGudkova
355,262,64,40,19,136,15,252,34,126,0.022088346782549707,55,NewGudkova
21,259,65,46,20,141,11,34,60,66,0.022135273115850618,55,NewGudkova
19,262,64,40,19,136,16,30,64,68,0.022195310631494488,55,NewGudkova
256,207,37,309,15,56,48,240,16,-160,0.022272001439096717,55,NewGudkova
168,192,45,286,3,19,43,182,4,166,0.02247720651060995,55,NewGudkova
145,219,39,327,19,77,43,148,88,-70,0.022650209308648504,55,NewGudkova
322,234,43,348,23,98,37,250,24,172,0.02270420697829287,55,NewGudkova
403,235,45,352,23,100,34,350,84,66,0.022759154032176307,55,NewGudkova
320,237,44,353,23,101,35,250,24,168,0.022762484346905126,55,NewGudkova
135,213,38,318,17,68,46,140,86,-72,0.022778028358141116,55,NewGudkova
90,192,42,287,5,24,46,108,88,-84,0.02280434654679529,55,NewGudkova
382,233,75,68,13,337,3,260,50,108,0.022809295330512718,55,NewGudkova
27,263,71,53,16,146,8,42,56,70,0.02305648469879538,55,NewGudkova
55,185,68,82,4,351,21,72,24,78,0.0230574905301411,55,NewGudkova
243,208,39,309,13,54,47,238,14,-162,0.023092631656319654,55,NewGudkova
342,246,50,10,24,115,28,252,28,154,0.02312414063940359,55,NewGudkova
144,221,40,327,17,75,44,148,88,-72,0.023197720677632247,55,NewGudkova
43,210,78,73,8,341,7,62,38,76,0.023231796243506336,55,NewGudkova
18,258,64,41,21,137,13,30,62,66,0.02323328375987977,55,NewGudkova
344,256,57,26,22,126,22,252,30,140,0.02323961252244539,55,NewGudkova
179,193,45,288,3,21,44,194,4,176,0.02330959010607722,55,NewGudkova
15,257,61,34,21,131,17,24,66,66,0.023324750538984376,55,NewGudkova
211,196,42,291,5,27,47,226,6,-156,0.0235302806635551,55,NewGudkova
381,231,77,69,12,338,3,260,50,106,0.023717296575803314,55,NewGudkova
319,236,46,355,24,103,33,248,26,164,0.023826889763909072,55,NewGudkova
341,248,51,13,24,117,27,252,28,152,0.02386950658439378,55,NewGudkova
233,203,40,301,9,42,48,236,10,-156,0.023962102828026716,55,NewGudkova
137,187,47,280,2,12,41,142,4,132,0.023964049535725934,55,NewGudkova
391,185,60,88,3,356,28,270,74,94,0.024052507355927774,55,NewGudkova
299,224,39,331,19,81,43,248,20,-174,0.02406623484835039,55,NewGudkova
218,197,40,295,9,36,47,228,10,-158,0.02414288310192702,55,NewGudkova
69,188,54,95,2,4,35,84,10,78,0.02416345193174825,55,NewGudkova
349,247,52,15,25,119,25,252,30,150,0.024167393314522525,55,NewGudkova
68,185,58,91,2,0,31,82,14,80,0.024207226570133435,55,NewGudkova
370,259,66,48,20,142,11,256,38,124,0.02421180472196886,55,NewGudkova
253,212,39,315,15,62,46,240,16,-166,0.024242293891046655,55,NewGudkova
306,240,47,357,22,103,33,248,24,162,0.024273493768786993,55,NewGudkova
264,207,37,309,14,56,48,242,16,-158,0.024286203727649187,55,NewGudkova
380,238,76,65,13,335,1,258,48,108,0.024294505603671135,55,NewGudkova
38,228,78,70,10,339,4,58,42,74,0.02430936435130525,55,NewGudkova
405,239,46,359,25,107,32,356,82,64,0.02439423845341066,55,NewGudkova
336,256,58,26,21,125,22,250,30,138,0.024400103246177182,55,NewGudkova
37,222,76,71,11,340,6,58,40,72,0.024436411702869927,55,NewGudkova
193,194,44,287,3,21,45,210,4,-168,0.02451089234325429,55,NewGudkova
302,234,43,346,21,94,38,248,22,172,0.02452063102946535,55,NewGudkova
285,215,37,319,17,68,47,246,18,-164,0.024535373559273932,55,NewGudkova
314,245,50,6,23,110,29,248,26,154,0.024557067159630346,55,NewGudkova
268,216,39,319,15,66,46,244,16,-166,0.024581597437968512,55,NewGudkova
23,263,67,47,18,141,12,36,60,68,0.024628433955566114,55,NewGudkova
224,197,40,293,7,31,48,232,8,-152,0.02464219688977861,55,NewGudkova
33,242,77,64,12,334,0,52,46,72,0.02472813510646529,55,NewGudkova
358,256,61,35,21,132,17,252,34,132,0.02474357414782105,55,NewGudkova
392,188,54,95,1,4,34,276,80,92,0.024755418510760803,55,NewGudkova
121,207,37,308,13,55,49,130,84,-76,0.02476547772186125,55,NewGudkova
281,216,38,323,19,74,44,244,20,-170,0.024863565699263592,55,NewGudkova
118,205,37,306,13,53,49,128,84,-76,0.02494269894006212,55,NewGudkova
6,248,53,17,24,119,24,10,74,64,0.024988973910387628,55,NewGudkova
212,199,41,295,7,34,47,226,8,-160,0.02499500830893471,55,NewGudkova
343,245,49,8,25,114,29,252,28,156,0.025006380806147446,55,NewGudkova
313,229,41,342,23,93,38,248,24,176,0.02501025945405928,55,NewGudkova
362,255,59,33,23,131,18,254,34,136,0.025016939339469753,55,NewGudkova
398,229,42,342,23,93,38,342,88,66,0.02506583851737988,55,NewGudkova
41,205,74,77,9,344,12,62,34,72,0.025103512425073773,55,NewGudkova
126,211,39,313,13,58,47,134,86,-76,0.02513126729396946,55,NewGudkova
335,241,48,4,25,110,29,250,28,158,0.025189428690213463,55,NewGudkova
401,234,44,347,21,95,37,346,86,68,0.02528187205220168,55,NewGudkova
363,264,67,47,18,141,12,254,36,122,0.02528378749917518,55,NewGudkova
71,182,58,89,1,358,31,84,14,84,0.025342139193588582,55,NewGudkova
56,188,61,89,4,356,27,74,18,74,0.02538022469854778,55,NewGudkova
140,187,47,280,2,12,42,144,4,134,0.025389760186323614,55,NewGudkova
50,190,67,84,6,352,21,70,24,74,0.025394779323267603,55,NewGudkova
113,204,40,303,9,44,48,124,86,-80,0.02542043932732984,55,NewGudkova
340,248,54,17,24,119,24,250,30,146,0.02542193699063984,55,NewGudkova
24,85,83,234,5,324,3,60,42,98,0.001916063805575832,15,Combined
159,136,64,274,19,10,16,264,64,68,0.0023498970121676203,15,Combined
156,123,68,264,17,358,12,254,60,70,0.003179855519646161,15,Combined
138,84,84,232,4,322,2,228,48,84,0.00392560930004405,15,Combined
89,191,61,333,23,70,15,190,36,132,0.004281629971125343,15,Combined
17,80,88,224,1,314,1,46,44,92,0.004444360192654316,15,Combined
72,175,58,313,24,52,18,176,34,138,0.004488796696811433,15,Combined
179,191,61,334,23,70,15,322,64,64,0.004953201477981992,15,Combined
110,216,74,8,13,100,6,206,40,112,0.005076804744942081,15,Combined
190,211,71,1,16,94,8,350,56,70,0.005642594454830866,15,Combined
187,205,68,354,18,87,10,342,58,68,0.006190410468447817,15,Combined
176,185,60,325,23,62,17,314,66,64,0.006266947052567964,15,Combined
75,177,58,315,24,54,18,178,34,138,0.006596057036889177,15,Combined
126,236,87,35,2,125,1,218,44,94,0.006930713139785331,15,Combined
1,219,76,14,12,105,5,4,52,74,0.007080296333345808,15,Combined
135,79,88,225,1,315,0,224,46,88,0.007266937099768949,15,Combined
192,214,73,6,14,98,7,356,54,72,0.007281796938940312,15,Combined
31,96,79,243,8,334,5,74,40,104,0.007285364299070189,15,Combined
155,118,70,259,15,352,11,250,58,72,0.007631951622433726,15,Combined
142,89,81,238,7,329,4,232,50,80,0.008255571167693493,15,Combined
103,205,67,353,19,87,10,200,38,122,0.008281631268971136,15,Combined
186,201,65,348,20,83,11,336,60,66,0.008396499666620665,15,Combined
42,120,68,262,17,356,12,108,36,120,0.008736363251096545,15,Combined
49,134,63,273,20,9,15,126,34,128,0.008942784778310103,15,Combined
102,207,69,355,17,88,10,200,38,120,0.009020203988520364,15,Combined
127,229,85,33,4,123,1,218,44,96,0.009052412600379681,15,Combined
99,201,66,350,20,84,11,198,38,124,0.009104773965067795,15,Combined
119,224,79,21,9,112,3,212,42,104,0.00916014166455917,15,Combined
171,175,58,312,23,51,18,302,68,64,0.00916518695738662,15,Combined
47,132,64,270,19,6,15,122,34,126,0.009350927478387217,15,Combined
88,192,62,335,22,71,14,190,36,130,0.009763213884061496,15,Combined
111,213,73,7,15,99,7,206,40,114,0.009808885761015422,15,Combined
118,227,81,23,7,113,3,212,42,102,0.010234744928154654,15,Combined
6,227,79,21,9,112,4,14,50,78,0.010364542104505693,15,Combined
13,234,86,36,2,126,0,34,46,86,0.010771131948508959,15,Combined
12,232,86,34,2,124,0,32,46,86,0.010826449148886431,15,Combined
40,119,69,260,16,354,11,104,36,118,0.010996398727889486,15,Combined
35,108,75,251,12,343,8,88,38,110,0.011129977127792358,15,Combined
172,177,58,314,23,53,18,304,68,64,0.011554915482619702,15,Combined
98,203,67,351,19,85,10,198,38,122,0.011858721563915306,15,Combined
122,229,81,25,7,115,3,214,42,102,0.011941433270875127,15,Combined
38,108,72,254,14,347,9,94,38,114,0.012000493606652597,15,Combined
36,107,73,252,13,344,8,90,38,112,0.012009500665468863,15,Combined
78,181,59,319,23,57,18,180,34,136,0.012092520939212408,15,Combined
92,194,62,337,22,73,14,192,36,130,0.012147575875735657,15,Combined
46,132,66,270,18,5,14,120,34,124,0.012210283237046137,15,Combined
9,232,83,27,5,117,2,22,48,82,0.012350223656053276,15,Combined
165,155,59,289,22,27,19,280,68,66,0.01247539980988167,15,Combined
85,187,60,330,24,67,15,188,36,134,0.012693727888702188,15,Combined
10,234,83,29,5,119,2,24,48,82,0.013183561823257181,15,Combined
114,220,75,12,12,103,6,208,40,110,0.013255715303576084,15,Combined
5,225,79,19,9,110,4,12,50,78,0.013390638541834891,15,Combined
74,179,59,317,23,55,18,178,34,136,0.013579670570498113,15,Combined
147,99,78,245,9,336,6,238,52,78,0.013626735796821263,15,Combined
153,112,73,255,13,347,9,246,56,74,0.01367467917673789,15,Combined
32,94,78,243,10,334,6,76,40,106,0.013990548115664473,15,Combined
193,216,73,8,14,100,7,358,54,72,0.01414019710539867,15,Combined
69,173,58,311,24,50,18,174,34,138,0.01430965165922672,15,Combined
7,225,82,26,7,117,2,20,48,80,0.014316768023342804,15,Combined
16,134,89,44,0,314,0,44,44,90,0.014332155276815308,15,Combined
136,133,89,224,0,314,1,224,46,90,0.0143321552768308,15,Combined
39,119,71,260,14,353,11,102,36,116,0.014362698247686255,15,Combined
84,189,61,331,23,68,15,188,36,132,0.014363359975353363,15,Combined
188,207,68,356,18,89,10,344,58,68,0.014387220996649087,15,Combined
170,173,58,310,23,49,18,300,68,64,0.01440325162006338,15,Combined
33,96,78,245,10,336,6,78,40,106,0.014446845440571083,15,Combined
184,198,64,341,21,77,13,330,62,66,0.01476017070836569,15,Combined
109,218,75,10,12,101,6,206,40,110,0.01479467087268204,15,Combined
70,172,57,309,25,48,19,174,34,140,0.01484344140092131,15,Combined
175,183,60,323,23,60,17,312,66,64,0.014913215505552111,15,Combined
148,101,74,249,12,341,7,240,54,74,0.014963732436748867,15,Combined
150,106,76,250,11,341,8,242,54,76,0.015029962616850313,15,Combined
145,94,77,244,10,335,6,236,52,76,0.015065024506628513,15,Combined
166,157,59,291,22,29,19,282,68,66,0.015431225977779644,15,Combined
91,196,64,339,21,75,14,192,36,128,0.015581816754909284,15,Combined
27,83,82,236,6,326,3,64,42,100,0.015661198938601427,15,Combined
34,95,76,246,11,337,6,80,40,108,0.01576484489694316,15,Combined
164,153,59,287,22,25,19,278,68,66,0.015998524861016203,15,Combined
121,233,82,26,6,116,3,214,42,100,0.016064786816727378,15,Combined
115,218,74,10,13,102,6,208,40,112,0.01611171676828107,15,Combined
48,134,64,272,19,8,15,124,34,126,0.016144629567876146,15,Combined
161,141,61,278,21,15,17,268,66,66,0.01621888324974226,15,Combined
61,158,59,292,22,31,19,154,32,136,0.01633215679762778,15,Combined
132,77,88,223,1,313,0,222,46,88,0.016651489091560508,15,Combined
26,81,82,234,6,324,3,62,42,100,0.016818125499878173,15,Combined
185,199,65,346,20,81,11,334,60,66,0.01685788263264939,15,Combined
137,78,83,233,5,323,2,228,48,82,0.01686466123309814,15,Combined
68,170,57,307,25,46,19,172,34,140,0.016871927636720095,15,Combined
158,132,66,269,17,4,14,260,62,70,0.017006810001824482,15,Combined
60,156,59,290,22,29,19,152,32,136,0.017015770978170107,15,Combined
143,91,81,240,7,331,4,234,50,80,0.017054341037507168,15,Combined
157,128,65,268,19,3,14,258,62,68,0.01714141884284132,15,Combined
177,187,60,327,23,64,17,316,66,64,0.017240322816434395,15,Combined
130,238,87,37,2,127,1,220,44,94,0.017306288218279356,15,Combined
151,107,72,254,14,346,9,244,56,72,0.017320682782371713,15,Combined
56,152,60,286,21,24,19,146,32,134,0.0173618675836323,15,Combined
178,189,61,332,23,68,15,320,64,64,0.017412345031686816,15,Combined
51,136,62,275,21,11,16,130,34,130,0.0174223380278642,15,Combined
162,143,61,280,21,17,17,270,66,66,0.01749157715748205,15,Combined
37,109,73,254,13,346,8,92,38,112,0.017498235368935768,15,Combined
189,209,71,359,16,92,8,348,56,70,0.017538623124987118,15,Combined
100,200,65,348,21,82,11,198,38,126,0.017740308570797184,15,Combined
14,251,88,37,1,127,0,36,46,88,0.017744200203194883,15,Combined
73,174,57,311,25,50,19,176,34,140,0.017950665064125317,15,Combined
57,154,60,288,21,26,19,148,32,134,0.017981590722359646,15,Combined
11,225,85,34,4,124,0,30,46,84,0.01804015977391037,15,Combined
79,179,58,317,24,56,18,180,34,138,0.018299532879407557,15,Combined
0,217,76,12,12,103,5,2,52,74,0.018384742376735565,15,Combined
182,196,64,339,21,75,13,328,62,66,0.018412579726923665,15,Combined
22,91,84,233,4,323,3,58,42,96,0.01849784872747476,15,Combined
62,160,59,294,22,33,19,156,32,136,0.01854517829770932,15,Combined
104,203,66,352,20,86,11,200,38,124,0.018689249909889048,15,Combined
120,221,78,19,10,110,4,212,42,106,0.018735075495796345,15,Combined
90,189,60,332,24,69,15,190,36,134,0.01874465938404569,15,Combined
20,68,87,227,2,317,1,50,44,94,0.01883930483726183,15,Combined
123,226,79,23,9,114,3,214,42,104,0.01891124061782151,15,Combined
180,193,61,336,23,72,15,324,64,64,0.018913842014860814,15,Combined
18,82,88,226,1,316,1,48,44,92,0.019137607136301922,15,Combined
21,89,84,231,4,321,3,56,42,96,0.01921962482897688,15,Combined
15,132,89,41,0,312,0,42,44,90,0.01935390319999092,15,Combined
133,131,89,221,0,312,0,222,46,90,0.019353903199996657,15,Combined
44,131,67,268,17,3,14,116,34,122,0.019368348461460735,15,Combined
41,121,69,262,16,356,11,106,36,118,0.019425699371106376,15,Combined
101,209,70,357,16,90,9,200,38,118,0.01946062419480275,15,Combined
113,223,76,14,11,105,6,208,40,108,0.0194705805559225,15,Combined
3,220,78,19,10,109,4,10,50,76,0.019770675196395446,15,Combined
2,224,77,14,10,105,6,6,52,76,0.02018599987050276,15,Combined
174,179,58,316,23,55,18,306,68,64,0.0203346034704265,15,Combined
167,159,59,293,22,31,19,284,68,66,0.020412496508890342,15,Combined
125,252,88,36,1,126,1,218,44,92,0.02057014419697962,15,Combined
146,97,78,243,9,334,6,236,52,78,0.020609871366888365,15,Combined
117,231,82,24,6,114,3,212,42,100,0.020696220141506873,15,Combined
112,211,71,5,16,97,7,206,40,116,0.020706128186203047,15,Combined
81,183,59,321,23,59,18,182,34,136,0.020738893823206993,15,Combined
93,193,61,335,23,72,15,192,36,132,0.020984320562602167,15,Combined
54,150,61,284,20,22,18,142,32,132,0.02103060504862524,15,Combined
169,171,58,308,23,47,18,298,68,64,0.02116701532195232,15,Combined
45,130,66,268,18,3,14,118,34,124,0.021212533006184284,15,Combined
140,86,84,234,4,324,2,230,48,84,0.021309055392375528,15,Combined
107,211,73,5,15,97,7,204,40,114,0.02139466008333542,15,Combined
66,168,57,305,25,44,19,170,34,140,0.021496203491665002,15,Combined
63,162,59,296,22,35,19,158,32,136,0.021698046628505864,15,Combined
181,194,63,340,22,76,13,328,62,64,0.021742350680804844,15,Combined
97,205,69,353,17,86,10,198,38,120,0.02182013678097598,15,Combined
43,120,67,263,18,357,12,110,36,122,0.021897284682992586,15,Combined
71,177,59,315,23,53,18,176,34,136,0.021986332102234194,15,Combined
59,154,59,288,22,27,19,150,32,136,0.022026601690131205,15,Combined
108,209,71,3,16,95,7,204,40,116,0.022037283763618323,15,Combined
131,231,85,35,4,125,1,220,44,96,0.022077568850344172,15,Combined
128,225,84,32,5,122,1,218,44,98,0.02213785313899033,15,Combined
105,211,70,359,16,92,9,202,38,118,0.02222436319488407,15,Combined
96,198,65,346,21,80,11,196,38,126,0.02229558411999888,15,Combined
134,64,86,226,2,316,0,224,46,86,0.022349161580624655,15,Combined
149,103,74,251,12,343,7,242,54,74,0.02237369123374241,15,Combined
141,85,79,239,9,330,4,232,50,78,0.022393011865167473,15,Combined
19,66,87,225,2,315,1,48,44,94,0.022432692249098364,15,Combined
160,138,64,276,19,12,16,266,64,68,0.022438468923987497,15,Combined
139,95,85,230,2,320,2,228,48,86,0.022503520152230744,15,Combined
106,209,69,357,17,90,10,202,38,120,0.02257781036708722,15,Combined
28,81,81,237,7,327,3,66,42,102,0.022631140856849644,15,Combined
154,113,69,258,16,352,10,248,58,70,0.022659508042951026,15,Combined
82,185,60,328,24,65,15,186,36,134,0.022942136263860213,15,Combined
80,185,60,323,22,60,17,182,34,134,0.023131148284866888,15,Combined
83,183,59,326,25,63,16,186,36,136,0.02318000789428583,15,Combined
29,97,80,240,7,331,5,70,40,102,0.023184434516530305,15,Combined
67,171,58,309,24,48,18,172,34,138,0.02319972859230715,15,Combined
30,99,80,242,7,333,5,72,40,102,0.023220215456113007,15,Combined
58,156,60,290,21,28,19,150,32,134,0.023255496316976307,15,Combined
87,194,64,337,21,73,14,190,36,128,0.023418618381661132,15,Combined
25,87,83,236,5,326,3,62,42,98,0.023508861584469173,15,Combined
173,177,57,317,25,56,18,306,68,62,0.023559569527094468,15,Combined
86,185,59,328,25,65,16,188,36,136,0.023606708103351838,15,Combined
8,227,82,28,7,119,2,22,48,80,0.023778866946756717,15,Combined
163,147,62,281,20,18,18,272,66,68,0.023789413754651656,15,Combined
129,254,88,38,1,128,1,220,44,92,0.023831510708491065,15,Combined
50,136,63,275,20,11,15,128,34,128,0.023837768365817295,15,Combined
53,148,61,282,20,20,18,140,32,132,0.024035368151132774,15,Combined
144,96,82,239,6,329,4,234,50,82,0.024088996498296582,15,Combined
4,222,78,21,10,111,4,12,50,76,0.024104676464695003,15,Combined
23,83,83,232,5,322,3,58,42,98,0.02419305393294735,15,Combined
124,227,85,31,4,121,1,216,44,96,0.024325633423895918,15,Combined
77,183,60,321,22,58,17,180,34,134,0.024380157375947252,15,Combined
94,198,64,341,21,77,14,194,36,128,0.024404359440365102,15,Combined
55,150,60,284,21,22,19,144,32,134,0.024450013045056455,15,Combined
95,199,66,348,20,82,11,196,38,124,0.024742515263090605,15,Combined
64,164,59,298,22,37,19,160,32,136,0.024841107440881856,15,Combined
152,109,72,256,14,348,9,246,56,72,0.024914289454776757,15,Combined
191,213,71,3,16,96,8,352,56,70,0.024932267134599933,15,Combined
183,196,63,342,22,78,13,330,62,64,0.024999181563641577,15,Combined
116,215,73,9,15,101,7,208,40,114,0.025024336843971345,15,Combined
168,161,59,295,22,33,19,286,68,66,0.025072430978771456,15,Combined
65,162,58,296,23,35,20,160,32,138,0.025331836489317184,15,Combined
52,138,61,277,21,14,17,134,34,132,0.025408166067263344,15,Combined
76,176,57,313,25,52,19,178,34,140,0.025422450862836874,15,Combined
20,259,72,46,14,138,9,36,56,72,0.0004990814222019843,35,Combined
306,215,45,327,19,73,37,326,86,70,0.0008327526068594319,35,Combined
28,251,79,59,10,149,2,50,48,76,0.0019841001181740104,35,Combined
152,204,44,310,15,54,41,214,16,174,0.0026353530716149405,35,Combined
184,220,46,335,21,81,35,228,22,164,0.0030003772475411523,35,Combined
252,260,72,46,14,139,9,246,38,114,0.003285396688446202,35,Combined
38,209,81,69,6,339,5,62,40,80,0.003315989698724329,35,Combined
269,182,76,77,3,347,12,260,58,94,0.0033555650600430214,35,Combined
204,234,52,356,22,99,28,234,26,150,0.004450103622379242,35,Combined
266,203,80,71,6,340,6,256,52,98,0.0046330276774446694,35,Combined
173,213,44,324,19,71,38,224,20,170,0.004734760821670523,35,Combined
303,208,44,316,17,62,40,316,88,72,0.004840097367566767,35,Combined
162,209,44,318,17,64,39,220,18,172,0.0052393088603148175,35,Combined
199,228,48,345,22,90,32,232,24,158,0.005614304116582019,35,Combined
313,226,48,343,21,88,33,340,82,68,0.00577249502422977,35,Combined
39,201,80,71,6,341,7,64,38,80,0.005775678970566342,35,Combined
15,257,68,38,17,132,12,28,60,70,0.0057892122094744015,35,Combined
126,193,46,296,11,36,41,194,12,168,0.00587622716054114,35,Combined
288,189,48,290,9,29,40,290,86,80,0.0062732777517140355,35,Combined
205,232,51,354,22,98,29,234,26,152,0.006372158820898921,35,Combined
280,178,58,274,3,7,30,274,76,86,0.006392174647706642,35,Combined
9,251,62,25,20,122,18,16,66,68,0.006610635143090229,35,Combined
33,233,81,64,8,334,1,56,44,78,0.006800209910549305,35,Combined
141,197,44,302,13,45,41,206,14,174,0.007784323662052894,35,Combined
255,258,74,50,13,142,6,248,40,112,0.0079887752351149,35,Combined
7,249,60,20,20,118,20,12,68,68,0.00804018060754108,35,Combined
285,187,50,286,7,23,38,286,84,82,0.008138939743395801,35,Combined
47,177,72,81,1,350,17,78,28,86,0.008145579166681372,35,Combined
185,219,46,333,21,79,36,228,22,166,0.008220802989421518,35,Combined
98,186,50,286,7,22,38,156,10,140,0.008331517790018401,35,Combined
172,215,45,326,19,72,37,224,20,168,0.008365860629369583,35,Combined
248,259,69,40,16,134,11,244,36,118,0.008947894182346561,35,Combined
52,176,70,83,0,353,19,82,26,88,0.009063017511448695,35,Combined
122,191,46,294,11,34,41,190,12,166,0.00910683879622187,35,Combined
140,199,45,304,13,46,41,206,14,172,0.009107252987400411,35,Combined
137,197,45,302,13,44,41,204,14,172,0.009195198458279088,35,Combined
198,229,49,347,21,92,31,232,24,156,0.009209756233395002,35,Combined
289,191,48,292,9,31,40,292,86,80,0.009312202900947567,35,Combined
106,188,49,288,8,25,39,166,10,148,0.009590250969311287,35,Combined
104,188,49,288,8,25,38,164,10,146,0.00981276065211938,35,Combined
72,180,58,276,3,8,31,112,14,106,0.00982727088759108,35,Combined
25,254,77,56,12,147,3,46,50,74,0.009930175264562035,35,Combined
215,239,55,5,22,106,25,236,28,144,0.01043009834112979,35,Combined
183,222,47,337,20,82,35,228,22,162,0.010570031711200105,35,Combined
310,221,46,336,21,82,35,334,84,68,0.010659939371969632,35,Combined
214,241,55,7,21,108,24,236,28,142,0.010748235538596317,35,Combined
128,195,46,298,11,38,41,196,12,168,0.011025753932181663,35,Combined
200,226,48,343,22,89,33,232,24,160,0.011075533438746975,35,Combined
296,199,45,304,13,47,41,304,88,76,0.011084006878021985,35,Combined
149,202,44,308,15,52,41,212,16,174,0.011136851298547808,35,Combined
260,250,80,59,9,150,1,250,44,104,0.011274129155490331,35,Combined
262,241,81,63,8,333,0,252,46,102,0.01131474045171065,35,Combined
203,236,53,358,21,101,28,234,26,148,0.011401368570165698,35,Combined
300,206,44,312,15,56,40,312,88,74,0.011723884266592984,35,Combined
153,202,43,308,15,52,41,214,16,176,0.011810462644195217,35,Combined
96,187,51,286,7,22,37,154,10,138,0.011885619304618412,35,Combined
5,246,59,15,20,114,21,8,70,68,0.012075794219021887,35,Combined
29,242,79,61,10,151,0,52,46,76,0.01210079535167305,35,Combined
144,199,44,304,13,47,41,208,14,174,0.012151742969605913,35,Combined
254,260,75,52,12,143,6,248,40,110,0.012320804866463884,35,Combined
299,204,44,310,15,54,40,310,88,74,0.01236840006188993,35,Combined
32,244,81,62,8,152,0,54,46,78,0.012438212202374092,35,Combined
37,220,82,67,6,337,3,60,42,80,0.012438447071564747,35,Combined
101,186,50,286,8,22,38,160,10,144,0.012450680660632985,35,Combined
34,222,81,66,7,336,3,58,42,78,0.012478352736243715,35,Combined
276,174,64,268,1,359,24,268,70,88,0.012577518405527581,35,Combined
53,177,68,85,0,355,21,84,24,88,0.01259634318788109,35,Combined
10,252,64,30,19,126,16,20,64,68,0.012728124596798517,35,Combined
253,257,71,44,15,137,9,246,38,116,0.012961944100800931,35,Combined
265,211,82,68,6,338,4,254,50,98,0.0130319226439861,35,Combined
73,179,58,276,4,9,31,114,14,108,0.01309965222698125,35,Combined
268,182,78,75,3,345,10,258,56,94,0.013100311220260596,35,Combined
295,197,45,302,13,45,41,302,88,76,0.013175515986283644,35,Combined
49,178,70,83,1,352,19,80,26,86,0.01319731743459692,35,Combined
263,241,79,62,10,332,0,252,46,104,0.013399377710098054,35,Combined
225,246,59,16,21,114,21,238,30,136,0.013483682570388922,35,Combined
264,230,80,65,8,335,2,254,48,102,0.01353233729509563,35,Combined
241,257,67,34,17,129,14,242,34,122,0.013645828769659992,35,Combined
174,211,44,322,19,69,39,224,20,172,0.01364734625167433,35,Combined
206,231,50,352,23,96,29,234,26,154,0.013891559161635016,35,Combined
111,190,48,290,8,27,39,172,10,152,0.014114705003691531,35,Combined
102,188,50,288,8,24,38,162,10,144,0.014194192471953441,35,Combined
159,206,44,314,17,60,40,218,18,174,0.014206076099427083,35,Combined
155,206,44,312,15,56,41,216,16,174,0.014266724775814355,35,Combined
242,254,66,32,18,127,14,242,34,124,0.014269845043572107,35,Combined
91,185,51,284,6,19,37,148,10,134,0.01429901558162061,35,Combined
138,195,44,300,13,43,41,204,14,174,0.014331630196876556,35,Combined
178,215,44,326,19,73,38,226,20,170,0.014498722960831401,35,Combined
41,195,78,74,5,343,9,66,36,80,0.014517817232002975,35,Combined
50,174,72,81,0,351,17,80,28,88,0.014545413449841171,35,Combined
158,207,44,316,17,62,39,218,18,172,0.014659593342762222,35,Combined
177,217,45,328,19,74,37,226,20,168,0.014680543895271254,35,Combined
233,252,63,26,19,122,17,240,32,128,0.01478466699392856,35,Combined
